2023-09-07 23:53:00,28.9,wmoUnit:degC,0,wmoUnit:mm,62.804008959714,wmoUnit:percent,
2023-09-07 22:53:00,33.9,wmoUnit:degC,0,wmoUnit:mm,38.49225654696,wmoUnit:percent,
2023-09-07 21:53:00,34.4,wmoUnit:degC,0,wmoUnit:mm,38.628909588366,wmoUnit:percent,
2023-09-07 20:53:00,35,wmoUnit:degC,0,wmoUnit:mm,38.79252543221,wmoUnit:percent,
2023-09-07 19:53:00,34.4,wmoUnit:degC,0,wmoUnit:mm,45.959058391806,wmoUnit:percent,
2023-09-07 18:53:00,34.4,wmoUnit:degC,0,wmoUnit:mm,45.959058391806,wmoUnit:percent,
2023-09-07 17:53:00,33.3,wmoUnit:degC,0,wmoUnit:mm,50.701937436563,wmoUnit:percent,
2023-09-07 16:53:00,32.8,wmoUnit:degC,0,wmoUnit:mm,52.146765406653,wmoUnit:percent,
2023-09-07 15:53:00,31.7,wmoUnit:degC,0,wmoUnit:mm,53.489417824013,wmoUnit:percent,
2023-09-07 14:53:00,30,wmoUnit:degC,0,wmoUnit:mm,63.042819340597,wmoUnit:percent,
2023-09-07 13:53:00,27.8,wmoUnit:degC,0,wmoUnit:mm,71.611070922139,wmoUnit:percent,
2023-09-07 12:53:00,25,wmoUnit:degC,0,wmoUnit:mm,84.475861800671,wmoUnit:percent,
2023-09-07 11:53:00,23.3,wmoUnit:degC,0,wmoUnit:mm,90.737357078739,wmoUnit:percent,
2023-09-07 10:53:00,22.8,wmoUnit:degC,0,wmoUnit:mm,90.149085239322,wmoUnit:percent,
2023-09-07 09:53:00,22.8,wmoUnit:degC,0,wmoUnit:mm,90.149085239322,wmoUnit:percent,
2023-09-07 08:53:00,23.9,wmoUnit:degC,0,wmoUnit:mm,84.357623491958,wmoUnit:percent,
2023-09-07 07:53:00,24.4,wmoUnit:degC,0,wmoUnit:mm,81.864390650705,wmoUnit:percent,
2023-09-07 06:53:00,23.9,wmoUnit:degC,0,wmoUnit:mm,87.515784017394,wmoUnit:percent,
2023-09-07 05:53:00,25.6,wmoUnit:degC,0,wmoUnit:mm,79.065066797532,wmoUnit:percent,
2023-09-07 04:53:00,25,wmoUnit:degC,0,wmoUnit:mm,84.475861800671,wmoUnit:percent,
